id,code,info
8296,V113,"Лицо, пострадавшее при посадке или высадке"
8297,V114,"Велосипедист-водитель, пострадавший в результате дорожного несчастного случая"
8298,V115,"Велосипедист-пассажир, пострадавший в результате дорожного несчастного случая"
8299,V119,"Велосипедист без дополнительных уточнений, пострадавший в результате дорожного несчастного случая"
8300,V120,"Велосипедист-водитель, пострадавший в результате недорожного несчастного случая"
8301,V121,"Велосипедист-пассажир, пострадавший в результате недорожного несчастного случая"
8302,V122,"Велосипедист без дополнительных уточнений, пострадавший в результате недорожного несчастного случая"
8303,V123,"Лицо, пострадавшее при посадке или высадке"
8304,V124,"Велосипедист-водитель, пострадавший в результате дорожного несчастного случая"
8305,V125,"Велосипедист-пассажир, пострадавший в результате дорожного несчастного случая"
8306,V129,"Велосипедист без дополнительных уточнений, пострадавший в результате дорожного несчастного случая"
8307,V130,"Велосипедист-водитель, пострадавший в результате недорожного несчастного случая"
8308,V131,"Велосипедист-пассажир, пострадавший в результате недорожного несчастного случая"
8309,V132,"Велосипедист без дополнительных уточнений, пострадавший в результате недорожного несчастного случая"
8310,V133,"Лицо, пострадавшее при посадке или высадке"
8311,V134,"Велосипедист-водитель, пострадавший в результате дорожного несчастного случая"
8312,V135,"Велосипедист-пассажир, пострадавший в результате дорожного несчастного случая"
8313,V139,"Велосипедист без дополнительных уточнений, пострадавший в результате дорожного несчастного случая"
8314,V140,"Велосипедист-водитель, пострадавший в результате недорожного несчастного случая"
8315,V141,"Велосипедист-пассажир, пострадавший в результате недорожного несчастного случая"
8316,V142,"Велосипедист без дополнительных уточнений, пострадавший в результате недорожного несчастного случая"
8317,V143,"Лицо, пострадавшее при посадке или высадке"
8318,V144,"Велосипедист-водитель, пострадавший в результате дорожного несчастного случая"
8319,V145,"Велосипедист-пассажир, пострадавший в результате дорожного несчастного случая"
8320,V149,"Велосипедист без дополнительных уточнений, пострадавший в результате дорожного несчастного случая"
8321,V150,"Велосипедист-водитель, пострадавший в результате недорожного несчастного случая"
8322,V151,"Велосипедист-пассажир, пострадавший в результате недорожного несчастного случая"
8323,V152,"Велосипедист без дополнительных уточнений, пострадавший в результате недорожного несчастного случая"
8324,V153,"Лицо, пострадавшее при посадке или высадке"
8325,V154,"Велосипедист-водитель, пострадавший в результате дорожного несчастного случая"
8326,V155,"Велосипедист-пассажир, пострадавший в результате дорожного несчастного случая"
8327,V159,"Велосипедист без дополнительных уточнений, пострадавший в результате дорожного несчастного случая"
8328,V160,"Велосипедист-водитель, пострадавший в результате недорожного несчастного случая"
8329,V161,"Велосипедист-пассажир, пострадавший в результате недорожного несчастного случая"
8330,V162,"Велосипедист без дополнительных уточнений, пострадавший в результате недорожного несчастного случая"
8331,V163,"Лицо, пострадавшее при посадке или высадке"
8332,V164,"Велосипедист-водитель, пострадавший в результате дорожного несчастного случая"
8333,V165,"Велосипедист-пассажир, пострадавший в результате дорожного несчастного случая"
8334,V169,"Велосипедист без дополнительных уточнений, пострадавший в результате дорожного несчастного случая"
8335,V170,"Велосипедист-водитель, пострадавший в результате недорожного несчастного случая"
8336,V171,"Велосипедист-пассажир, пострадавший в результате недорожного несчастного случая"
8337,V172,"Велосипедист без дополнительных уточнений, пострадавший в результате недорожного несчастного случая"
8338,V173,"Лицо, пострадавшее при посадке или высадке"
8339,V174,"Велосипедист-водитель, пострадавший в результате дорожного несчастного случая"
8340,V175,"Велосипедист-пассажир, пострадавший в результате дорожного несчастного случая"
8341,V179,"Велосипедист без дополнительных уточнений, пострадавший в результате дорожного несчастного случая"
8342,V180,"Велосипедист-водитель, пострадавший в результате недорожного несчастного случая"
8343,V181,"Велосипедист-пассажир, пострадавший в результате недорожного несчастного случая"
8344,V182,"Велосипедист без дополнительных уточнений, пострадавший в результате недорожного несчастного случая"
8345,V183,"Лицо, пострадавшее при посадке или высадке"
8346,V184,"Велосипедист-водитель, пострадавший в результате дорожного несчастного случая"
8347,V185,"Велосипедист-пассажир, пострадавший в результате дорожного несчастного случая"
8348,V189,"Велосипедист без дополнительных уточнений, пострадавший в результате дорожного несчастного случая"
8349,V190,"Велосипедист-водитель, пострадавший при столкновении с другими и неуточненными моторными транспортными средствами в результате недорожного несчастного случая"
8350,V191,"Пассажир, пострадавший при столкновении с другими или неуточненными моторными транспортными средствами в результате недорожного несчастного случая"
8351,V192,"Велосипедист без дополнительного уточнения, пострадавший при столкновении с другими и неуточненными моторными транспортными средствами в результате недорожного несчастного случая"
8352,V193,"Велосипедист (любой), пострадавший в результате неуточненного недорожного несчастного случая"
8353,V194,"Велосипедист-водитель, пострадавший при столкновении с другими и неуточненными мототранспортными средствами в результате дорожного несчастного случая"
8354,V195,"Пассажир, пострадавший при столкновении с другими и неуточненными мототранспортными средствами в результате дорожного несчастного случая"
8355,V196,"Велосипедист без дополнительного уточнения, пострадавший при столкновении с другими и неуточненными мототранспортными средствами в результате дорожного несчастного случая"
8356,V198,"Велосипедист (любой), пострадавший в результате других уточненных дорожных несчастных случаев"
8357,V199,"Велосипедист (любой), пострадавший в результате неуточненного дорожного несчастного случая"
8358,V200,"Водитель, пострадавший в результате недорожного несчастного случая"
8359,V201,"Пассажир, пострадавший в результате недорожного несчастного случая"
8360,V202,"Мотоциклист без дополнительного уточнения, пострадавший в результате недорожного несчастного случая"
8361,V203,"Лицо, пострадавшее при посадке или высадке"
8362,V204,"Водитель, пострадавший в результате дорожного несчастного случая"
8363,V205,"Пассажир, пострадавший в результате дорожного несчастного случая"
8364,V209,"Мотоциклист без дополнительного уточнения, пострадавший в результате дорожного несчастного случаяV20"
8365,V210,"Водитель, пострадавший в результате недорожного несчастного случая"
8366,V211,"Пассажир, пострадавший в результате недорожного несчастного случая"
8367,V212,"Мотоциклист без дополнительного уточнения, пострадавший в результате недорожного несчастного случая"
8368,V213,"Лицо, пострадавшее при посадке или высадке"
8369,V214,"Водитель, пострадавший в результате дорожного несчастного случая"
8370,V215,"Пассажир, пострадавший в результате дорожного несчастного случая"
8371,V219,"Мотоциклист без дополнительного уточнения, пострадавший в результате дорожного несчастного случаяV20"
8372,V220,"Водитель, пострадавший в результате недорожного несчастного случая"
8373,V221,"Пассажир, пострадавший в результате недорожного несчастного случая"
8374,V222,"Мотоциклист без дополнительного уточнения, пострадавший в результате недорожного несчастного случая"
8375,V223,"Лицо, пострадавшее при посадке или высадке"
8376,V224,"Водитель, пострадавший в результате дорожного несчастного случая"
8377,V225,"Пассажир, пострадавший в результате дорожного несчастного случая"
8378,V229,"Мотоциклист без дополнительного уточнения, пострадавший в результате дорожного несчастного случаяV20"
8379,V230,"Водитель, пострадавший в результате недорожного несчастного случая"
8380,V231,"Пассажир, пострадавший в результате недорожного несчастного случая"
8381,V232,"Мотоциклист без дополнительного уточнения, пострадавший в результате недорожного несчастного случая"
8382,V233,"Лицо, пострадавшее при посадке или высадке"
8383,V234,"Водитель, пострадавший в результате дорожного несчастного случая"
8384,V235,"Пассажир, пострадавший в результате дорожного несчастного случая"
8385,V239,"Мотоциклист без дополнительного уточнения, пострадавший в результате дорожного несчастного случаяV20"
8386,V240,"Водитель, пострадавший в результате недорожного несчастного случая"
8387,V241,"Пассажир, пострадавший в результате недорожного несчастного случая"
8388,V242,"Мотоциклист без дополнительного уточнения, пострадавший в результате недорожного несчастного случая"
8389,V243,"Лицо, пострадавшее при посадке или высадке"
8390,V244,"Водитель, пострадавший в результате дорожного несчастного случая"
8391,V245,"Пассажир, пострадавший в результате дорожного несчастного случая"
8392,V249,"Мотоциклист без дополнительного уточнения, пострадавший в результате дорожного несчастного случаяV20"
8393,V250,"Водитель, пострадавший в результате недорожного несчастного случая"
8394,V251,"Пассажир, пострадавший в результате недорожного несчастного случая"
8395,V252,"Мотоциклист без дополнительного уточнения, пострадавший в результате недорожного несчастного случая"
8396,V253,"Лицо, пострадавшее при посадке или высадке"
8397,V254,"Водитель, пострадавший в результате дорожного несчастного случая"
8398,V255,"Пассажир, пострадавший в результате дорожного несчастного случая"
8399,V259,"Мотоциклист без дополнительного уточнения, пострадавший в результате дорожного несчастного случаяV20"
8400,V260,"Водитель, пострадавший в результате недорожного несчастного случая"
8401,V261,"Пассажир, пострадавший в результате недорожного несчастного случая"
8402,V262,"Мотоциклист без дополнительного уточнения, пострадавший в результате недорожного несчастного случая"
8403,V263,"Лицо, пострадавшее при посадке или высадке"
8404,V264,"Водитель, пострадавший в результате дорожного несчастного случая"
8405,V265,"Пассажир, пострадавший в результате дорожного несчастного случая"
8406,V269,"Мотоциклист без дополнительного уточнения, пострадавший в результате дорожного несчастного случаяV20"
8407,V270,"Водитель, пострадавший в результате недорожного несчастного случая"
8408,V271,"Пассажир, пострадавший в результате недорожного несчастного случая"
8409,V272,"Мотоциклист без дополнительного уточнения, пострадавший в результате недорожного несчастного случая"
8410,V273,"Лицо, пострадавшее при посадке или высадке"
8411,V274,"Водитель, пострадавший в результате дорожного несчастного случая"
8412,V275,"Пассажир, пострадавший в результате дорожного несчастного случая"
8413,V279,"Мотоциклист без дополнительного уточнения, пострадавший в результате дорожного несчастного случаяV20"
8414,V280,"Водитель, пострадавший в результате недорожного несчастного случая"
8415,V281,"Пассажир, пострадавший в результате недорожного несчастного случая"
8416,V282,"Мотоциклист без дополнительного уточнения, пострадавший в результате недорожного несчастного случая"
8417,V283,"Лицо, пострадавшее при посадке или высадке"
8418,V284,"Водитель, пострадавший в результате дорожного несчастного случая"
8419,V285,"Пассажир, пострадавший в результате дорожного несчастного случая"
8420,V289,"Мотоциклист без дополнительного уточнения, пострадавший в результате дорожного несчастного случаяV20"
8421,V290,"Водитель, пострадавший при столкновении с другими и неуточненными мототранспортными средствами в результате недорожного несчастного случая"
8422,V291,"Пассажир, пострадавший при столкновении с другими и неуточненными мототранспортными средствами в результате недорожного несчастного случая"
8423,V292,"Мотоциклист без дополнительного уточнения, пострадавший при столкновении с другими и неуточненными мототранспортными средствами в результате недорожного несчастного случая"
8424,V293,"Мотоциклист, пострадавший в результате неуточненного недорожного несчастного случая"
8425,V294,"Водитель, пострадавший при столкновении с другими и неуточненными мототранспортными средствами в результате дорожного несчастного случая"
8426,V295,"Пассажир, пострадавший при столкновении с другими и неуточненными мототранспортными средствами в результате дорожного несчастного случая"
8427,V296,"Мотоциклист без дополнительного уточнения, пострадавший при столкновении с другими и неуточненными мототранспортными средствами в результате дорожного несчастного случая"
8428,V298,"Мотоциклист (любой), пострадавший в результате других уточненных дорожных несчастных случаев"
8429,V299,"Мотоциклист (любой), пострадавший в результате неуточненного дорожного несчастного случая"
8430,V300,"Водитель, пострадавший в результате недорожного несчастного случая"
8431,V301,"Пассажир, пострадавший в результате недорожного несчастного случая"
8432,V302,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
8433,V303,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате недорожного несчастного случая"
8434,V304,"Лицо, пострадавшее при посадке или высадке"
8435,V305,"Водитель, пострадавший в результате дорожного несчастного случая"
8436,V306,"Пассажир, пострадавший в результате дорожного несчастного случая"
8437,V307,"Лицо, находившееся вне транспортного средства и пострадавшее в результате дорожного несчастного случая"
8438,V309,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате дорожного несчастного случая"
8439,V310,"Водитель, пострадавший в результате недорожного несчастного случая"
8440,V311,"Пассажир, пострадавший в результате недорожного несчастного случая"
8441,V312,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
8442,V313,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате недорожного несчастного случая"
8443,V314,"Лицо, пострадавшее при посадке или высадке"
8444,V315,"Водитель, пострадавший в результате дорожного несчастного случая"
8445,V316,"Пассажир, пострадавший в результате дорожного несчастного случая"
8446,V317,"Лицо, находившееся вне транспортного средства и пострадавшее в результате дорожного несчастного случая"
8447,V319,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате дорожного несчастного случая"
8448,V320,"Водитель, пострадавший в результате недорожного несчастного случая"
8449,V321,"Пассажир, пострадавший в результате недорожного несчастного случая"
8450,V322,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
8451,V323,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате недорожного несчастного случая"
8452,V324,"Лицо, пострадавшее при посадке или высадке"
8453,V325,"Водитель, пострадавший в результате дорожного несчастного случая"
8454,V326,"Пассажир, пострадавший в результате дорожного несчастного случая"
8455,V327,"Лицо, находившееся вне транспортного средства и пострадавшее в результате дорожного несчастного случая"
8456,V329,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате дорожного несчастного случая"
8457,V330,"Водитель, пострадавший в результате недорожного несчастного случая"
8458,V331,"Пассажир, пострадавший в результате недорожного несчастного случая"
8459,V332,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
8460,V333,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате недорожного несчастного случая"
8461,V334,"Лицо, пострадавшее при посадке или высадке"
8462,V335,"Водитель, пострадавший в результате дорожного несчастного случая"
8463,V336,"Пассажир, пострадавший в результате дорожного несчастного случая"
8464,V337,"Лицо, находившееся вне транспортного средства и пострадавшее в результате дорожного несчастного случая"
8465,V339,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате дорожного несчастного случая"
8466,V340,"Водитель, пострадавший в результате недорожного несчастного случая"
8467,V341,"Пассажир, пострадавший в результате недорожного несчастного случая"
8468,V342,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
8469,V343,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате недорожного несчастного случая"
8470,V344,"Лицо, пострадавшее при посадке или высадке"
8471,V345,"Водитель, пострадавший в результате дорожного несчастного случая"
8472,V346,"Пассажир, пострадавший в результате дорожного несчастного случая"
8473,V347,"Лицо, находившееся вне транспортного средства и пострадавшее в результате дорожного несчастного случая"
8474,V349,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате дорожного несчастного случая"
8475,V350,"Водитель, пострадавший в результате недорожного несчастного случая"
8476,V351,"Пассажир, пострадавший в результате недорожного несчастного случая"
8477,V352,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
8478,V353,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате недорожного несчастного случая"
8479,V354,"Лицо, пострадавшее при посадке или высадке"
8480,V355,"Водитель, пострадавший в результате дорожного несчастного случая"
8481,V356,"Пассажир, пострадавший в результате дорожного несчастного случая"
8482,V357,"Лицо, находившееся вне транспортного средства и пострадавшее в результате дорожного несчастного случая"
8483,V359,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате дорожного несчастного случая"
8484,V360,"Водитель, пострадавший в результате недорожного несчастного случая"
8485,V361,"Пассажир, пострадавший в результате недорожного несчастного случая"
8486,V362,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
8487,V363,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате недорожного несчастного случая"
8488,V364,"Лицо, пострадавшее при посадке или высадке"
8489,V365,"Водитель, пострадавший в результате дорожного несчастного случая"
8490,V366,"Пассажир, пострадавший в результате дорожного несчастного случая"
8491,V367,"Лицо, находившееся вне транспортного средства и пострадавшее в результате дорожного несчастного случая"
8492,V369,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате дорожного несчастного случая"
8493,V370,"Водитель, пострадавший в результате недорожного несчастного случая"
8494,V371,"Пассажир, пострадавший в результате недорожного несчастного случая"
8495,V372,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
8496,V373,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате недорожного несчастного случая"
8497,V374,"Лицо, пострадавшее при посадке или высадке"
8498,V375,"Водитель, пострадавший в результате дорожного несчастного случая"
8499,V376,"Пассажир, пострадавший в результате дорожного несчастного случая"
8500,V377,"Лицо, находившееся вне транспортного средства и пострадавшее в результате дорожного несчастного случая"
8501,V379,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате дорожного несчастного случая"
8502,V380,"Водитель, пострадавший в результате недорожного несчастного случая"
8503,V381,"Пассажир, пострадавший в результате недорожного несчастного случая"
8504,V382,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
8505,V383,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате недорожного несчастного случая"
8506,V384,"Лицо, пострадавшее при посадке или высадке"
8507,V385,"Водитель, пострадавший в результате дорожного несчастного случая"
8508,V386,"Пассажир, пострадавший в результате дорожного несчастного случая"
8509,V387,"Лицо, находившееся вне транспортного средства и пострадавшее в результате дорожного несчастного случая"
8510,V389,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее в результате дорожного несчастного случая"
8511,V390,"Водитель, пострадавший при столкновении с другими и неуточненными мототранспортными средствами в результате недорожнго несчастного случая"
8512,V391,"Пассажир, пострадавший при столкновении с другими или неуточненными мототранспортными средствами в результате недорожного несчастного случая"
8513,V392,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее при столкновении с другими и  неуточненными мототранспортными средствами в результате недорожного несчастного случая"
8514,V393,"Лицо (любое), находившееся в трехколесном мототранспортном средстве и пострадавшее в результате неуточненного недорожного несчастного случая"
8515,V394,"Водитель, пострадавший при столкновении с другими и неуточненными мототранспортными средствами в результате дорожного несчастного случая"
8516,V395,"Пассажир, пострадавший при столкновении с другими и неуточненными мототранспортными средствами в результате дорожного несчастного случая"
8517,V396,"Лицо без дополнительного уточнения, находившееся в трехколесном мототранспортном средстве и пострадавшее при его столкновении с другими и неуточненными мототранспортными средствами в результате дорожного несчастного случая"
8518,V398,"Лицо (любое), находившееся в трехколесном мототранспортном средстве и пострадавшее в результате других уточненных дорожных несчастных случаев"
8519,V399,"Лицо (любое), находившееся в трехколесном транспортном средстве и пострадавшее в результате неуточненного дорожного несчастного случая"
8520,V400,"Водитель, пострадавший в результате недорожного несчастного случая"
8521,V401,"Пассажир, пострадавший в результате недорожного несчастного случая"
8522,V402,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
8523,V403,"Лицо без дополнительного уточнения, находившееся в легковом автомобиле и пострадавшее в результате недорожного несчастного случая"
8524,V404,"Лицо, пострадавшее при посадке или высадке"
8525,V405,"Водитель, пострадавший в результате дорожного несчастного случая"
8526,V406,"Пассажир, пострадавший в результате дорожного несчастного случая"
8527,V407,"Лицо, находившееся вне транспортного средства и пострадавшее в результате дорожного несчастного случая"
8528,V409,"Лицо без дополнительного уточнения, находившееся в автомобиле и пострадавшее в результате дорожного несчастного случая"
8529,V410,"Водитель, пострадавший в результате недорожного несчастного случая"
8530,V411,"Пассажир, пострадавший в результате недорожного несчастного случая"
8531,V412,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
8532,V413,"Лицо без дополнительного уточнения, находившееся в легковом автомобиле и пострадавшее в результате недорожного несчастного случая"
8533,V414,"Лицо, пострадавшее при посадке или высадке"
8534,V415,"Водитель, пострадавший в результате дорожного несчастного случая"
8535,V416,"Пассажир, пострадавший в результате дорожного несчастного случая"
8536,V417,"Лицо, находившееся вне транспортного средства и пострадавшее в результате дорожного несчастного случая"
8537,V419,"Лицо без дополнительного уточнения, находившееся в автомобиле и пострадавшее в результате дорожного несчастного случая"
8538,V420,"Водитель, пострадавший в результате недорожного несчастного случая"
8539,V421,"Пассажир, пострадавший в результате недорожного несчастного случая"
8540,V422,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
8541,V423,"Лицо без дополнительного уточнения, находившееся в легковом автомобиле и пострадавшее в результате недорожного несчастного случая"
8542,V424,"Лицо, пострадавшее при посадке или высадке"
8543,V425,"Водитель, пострадавший в результате дорожного несчастного случая"
8544,V426,"Пассажир, пострадавший в результате дорожного несчастного случая"
8545,V427,"Лицо, находившееся вне транспортного средства и пострадавшее в результате дорожного несчастного случая"
8546,V429,"Лицо без дополнительного уточнения, находившееся в автомобиле и пострадавшее в результате дорожного несчастного случая"
8547,V430,"Водитель, пострадавший в результате недорожного несчастного случая"
8548,V431,"Пассажир, пострадавший в результате недорожного несчастного случая"
8549,V432,"Лицо, находившееся вне транспортного средства и пострадавшее в результате недорожного несчастного случая"
